1012808484000189019466846     EMPRESA DEMONSTRACAO               BOA VIAGEM                    PE813755148920111201201112312311
11                                                                                                                000000000000
74201112310000000000002400000009870000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000103900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000079900000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000078900000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000078800000010000000000003732300112808484000189019466846     PE                                             10000000000373200000
74201112310000000000061000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000061100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000061200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000061300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000074200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000075900000010000000000002798250112808484000189019466846     PE                                             10000000000279800000
74201112310000000000076300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000080000000010000000000000933400112808484000189019466846     PE                                             10000000000093300000
74201112310000000000079100000010000000000002798250112808484000189019466846     PE                                             10000000000279800000
74201112310000000000079000000010000000000004291950112808484000189019466846     PE                                             10000000000429200000
74201112310000000000041400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000028100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000028900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000029000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000074000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000028200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000028300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000027600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000080100000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000079300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000079200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000046000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000046100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000076500000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000046400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000074500000010000000000001305850112808484000189019466846     PE                                             10000000000130600000
74201112310000000000046200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000046300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000072300000010000000000039182000112808484000189019466846     PE                                             10000000003918200000
74201112310000000000074600000010000000000001305850112808484000189019466846     PE                                             10000000000130600000
74201112310000000000049400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000059500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000071800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000070300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000100500000010000000000005597800112808484000189019466846     PE                                             10000000000559800000
74201112310000000000041500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041900000010000000000030599400112808484000189019466846     PE                                             10000000003059900000
74201112310000000000080200000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000079500000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000079400000010000000000004478500112808484000189019466846     PE                                             10000000000447900000
74201112310000000000027900000010000000000011662300112808484000189019466846     PE                                             10000000001166200000
74201112310000000000028000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000072400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000029100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000074300000010000000000003172650112808484000189019466846     PE                                             10000000000317300000
74201112310000000000041600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000042100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000042000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000028400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000027700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000041800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000027800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000042200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000042400000010000000000009702550112808484000189019466846     PE                                             10000000000970300000
74201112310000000000042300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000038700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000054500000010000000000000933400112808484000189019466846     PE                                             10000000000093300000
74201112310000000000085900000010000000000000093600112808484000189019466846     PE                                             10000000000009400000
74201112310000000000093900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000090400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000069700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000080900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000099900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000100000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000044700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045300000010000000000003732300112808484000189019466846     PE                                             10000000000373200000
74201112310000000000002500000010070000000939437651112808484000189019466846     PE                                             10000000093290700000
74201112310000000000094600000010000000000055228550112808484000189019466846     PE                                             10000000005522900000
74201112310000000000065100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000017000000000010000000000000880112808484000189019466846     PE                                             10000000000088000000
74201112310000000000033600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000059300000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000013700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000012000000009980000000000093413112808484000189019466846     PE                                             10000000000009400000
74201112310000000000013800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000011800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000011900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000037500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000012100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000013500000009980000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000037300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000096000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000060500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000100900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000002600000009960000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000086000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000040000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000094100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000094200000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000101200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000035100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000086700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000003200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000086100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000089500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000089600000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000101000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000089100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000089000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000100700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000101300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000100800000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000039900000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000095700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000086200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000087400000010000000000002984150112808484000189019466846     PE                                             10000000000298400000
74201112310000000000065400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000065300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000098200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000097600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000008200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000007900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000008300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000098500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000097800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000097700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000098300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000098400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000011100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010500000010000000000095343950112808484000189019466846     PE                                             10000000009534400000
74201112310000000000092600000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000087500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000012200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000084900000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000009300000010000000000052430300112808484000189019466846     PE                                             10000000005243000000
74201112310000000000094500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
742011123100000000000124-000000189000-000000156870112808484000189019466846     PE                                             10000000000083000000
74201112310000000000083800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000094400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000065000000010000000000035264450112808484000189019466846     PE                                             10000000003526400000
74201112310000000000102700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000050700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000050600000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000091700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000002200000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000009600000009990000000028146076112808484000189019466846     PE                                             10000000002817400000
74201112310000000000098700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000065700000010000000000046645300112808484000189019466846     PE                                             10000000004664500000
74201112310000000000084500000010000000000004478500112808484000189019466846     PE                                             10000000000447900000
74201112310000000000086800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000035200000010000000000189007650112808484000189019466846     PE                                             10000000018900800000
74201112310000000000084600000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000086900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000035300000010000000000103925900112808484000189019466846     PE                                             10000000010392600000
74201112310000000000084700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000092900000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000040100000010000000000095717050112808484000189019466846     PE                                             10000000009571700000
74201112310000000000092300000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000086300000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000009900000010000000000046645300112808484000189019466846     PE                                             10000000004664500000
74201112310000000000085500000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000065500000010000000000092544400112808484000189019466846     PE                                             10000000009254400000
74201112310000000000086400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000010800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000004000000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000096400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000096300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000038600000010000000000112882900112808484000189019466846     PE                                             10000000011288300000
74201112310000000000085600000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000096200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000050500000010000000000063252150112808484000189019466846     PE                                             10000000006325200000
74201112310000000000103000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000085300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088600000010000000000107658200112808484000189019466846     PE                                             10000000010765800000
74201112310000000000095300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000086500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088500000010000000000055228550112808484000189019466846     PE                                             10000000005522900000
74201112310000000000085700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000085200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088400000010000000000058773650112808484000189019466846     PE                                             10000000005877400000
74201112310000000000085000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000094000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000085400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000090300000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000091000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000088800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000007800000010000000000002798250112808484000189019466846     PE                                             10000000000279800000
74201112310000000000099200000010000000000009515350112808484000189019466846     PE                                             10000000000951500000
74201112310000000000089700000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000091100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000092200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000003300000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000088900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000084800000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000087200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000009800000010000000000048510800112808484000189019466846     PE                                             10000000004851100000
74201112310000000000093700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000093600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000090600000010000000000001305850112808484000189019466846     PE                                             10000000000130600000
74201112310000000000089400000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000100400000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000027400000010000000000026868400112808484000189019466846     PE                                             10000000002686800000
74201112310000000000091600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000015800000010000000000006530550112808484000189019466846     PE                                             10000000000653100000
74201112310000000000087300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000014900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000082900000010000000000017538950112808484000189019466846     PE                                             10000000001753900000
74201112310000000000085800000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000085100000010000000000002798250112808484000189019466846     PE                                             10000000000279800000
74201112310000000000083000000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000093300000010000000000000746850112808484000189019466846     PE                                             10000000000074700000
74201112310000000000090700000010000000000052989300112808484000189019466846     PE                                             10000000005298900000
74201112310000000000019300000010000000000000817050112808484000189019466846     PE                                             10000000000081700000
74201112310000000000039100000010000000000000325650112808484000189019466846     PE                                             10000000000032600000
74201112310000000000019700000010000000000000163800112808484000189019466846     PE                                             10000000000016400000
74201112310000000000019900000010000000000000163800112808484000189019466846     PE                                             10000000000016400000
74201112310000000000020300000010000000000001632800112808484000189019466846     PE                                             10000000000163300000
74201112310000000000097300000010000000000125009950112808484000189019466846     PE                                             10000000012501000000
74201112310000000000101100000010000000000045712550112808484000189019466846     PE                                             10000000004571300000
74201112310000000000097900000010000000000123331000112808484000189019466846     PE                                             10000000012333100000
74201112310000000000102900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000102100000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000096600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000102300000010000000000020338500112808484000189019466846     PE                                             10000000002033900000
74201112310000000000097100000010000000000143854750112808484000189019466846     PE                                             10000000014385500000
74201112310000000000097400000010000000000080417350112808484000189019466846     PE                                             10000000008041700000
74201112310000000000098100000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000102200000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000004200000010000000000118292200112808484000189019466846     PE                                             10000000011829200000
74201112310000000000100300000010000000000070901350112808484000189019466846     PE                                             10000000007090100000
74201112310000000000097500000010000000000090119250112808484000189019466846     PE                                             10000000009011900000
74201112310000000000098600000010000000000029853200112808484000189019466846     PE                                             10000000002985300000
74201112310000000000099000000010000000000034145150112808484000189019466846     PE                                             10000000003414500000
74201112310000000000101700000010000000000000187200112808484000189019466846     PE                                             10000000000018700000
74201112310000000000097200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000101600000010000000000006718400112808484000189019466846     PE                                             10000000000671800000
74201112310000000000004100000010000000000076498500112808484000189019466846     PE                                             10000000007649900000
74201112310000000000102400000009990000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000096700000010000000000021271250112808484000189019466846     PE                                             10000000002127100000
74201112310000000000096800000010000000000002052050112808484000189019466846     PE                                             10000000000205200000
74201112310000000000096900000010000000000053175200112808484000189019466846     PE                                             10000000005317500000
74201112310000000000097000000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000008400000010000000000002425800112808484000189019466846     PE                                             10000000000242600000
74201112310000000000098900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000045500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000073500000010000000000009328800112808484000189019466846     PE                                             10000000000932900000
74201112310000000000091300000010000000000007463300112808484000189019466846     PE                                             10000000000746300000
74201112310000000000001200000009950000000009282156112808484000189019466846     PE                                             10000000000932900000
74201112310000000000008800000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000009200000010000000000007463300112808484000189019466846     PE                                             10000000000746300000
74201112310000000000010300000010000000000013060450112808484000189019466846     PE                                             10000000001306000000
74201112310000000000010000000010000000000014925950112808484000189019466846     PE                                             10000000001492600000
74201112310000000000008700000010000000000022389900112808484000189019466846     PE                                             10000000002239000000
74201112310000000000009500000010000000000007463300112808484000189019466846     PE                                             10000000000746300000
74201112310000000000083600000010000000000005597800112808484000189019466846     PE                                             10000000000559800000
74201112310000000000001300000010000000000100754550112808484000189019466846     PE                                             10000000010075500000
74201112310000000000009000000010000000000005597800112808484000189019466846     PE                                             10000000000559800000
74201112310000000000091200000009990000000031686981112808484000189019466846     PE                                             10000000003171900000
74201112310000000000009100000010000000000003732300112808484000189019466846     PE                                             10000000000373200000
74201112310000000000001400000009990000000022367510112808484000189019466846     PE                                             10000000002239000000
74201112310000000000083700000010000000000024255400112808484000189019466846     PE                                             10000000002425500000
74201112310000000000008900000010000000000007463300112808484000189019466846     PE                                             10000000000746300000
74201112310000000000083300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000012300000010100000000000838300112808484000189019466846     PE                                             10000000000083000000
74201112310000000000083200000010000000000008396050112808484000189019466846     PE                                             10000000000839600000
74201112310000000000001500000010000000000125009950112808484000189019466846     PE                                             10000000012501000000
74201112310000000000050900000010000000000031718700112808484000189019466846     PE                                             10000000003171900000
74201112310000000000083400000010000000000005597800112808484000189019466846     PE                                             10000000000559800000
74201112310000000000083500000010000000000018658900112808484000189019466846     PE                                             10000000001865900000
74201112310000000000001600000009990000000008387654112808484000189019466846     PE                                             10000000000839600000
74201112310000000003000100000009480000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000003000200000004370000000007379051112808484000189019466846     PE                                             10000000001688600000
74201112310000000003000300000009980000000130438650112808484000189019466846     PE                                             10000000013070000000
74201112310000000003000400000009990000001071304773112808484000189019466846     PE                                             10000000107237700000
74201112310000000003000500000009990000000139144017112808484000189019466846     PE                                             10000000013928300000
74201112310000000003000700000010000000001057824300112808484000189019466846     PE                                             10000000105782400000
74201112310000000000047300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000079600000009990000000003728568112808484000189019466846     PE                                             10000000000373200000
74201112310000000000047400000010000000000018005000112808484000189019466846     PE                                             10000000001800500000
74201112310000000000047500000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000047600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000074100000010000000000000746850112808484000189019466846     PE                                             10000000000074700000
74201112310000000000078700000010000000000000933400112808484000189019466846     PE                                             10000000000093300000
74201112310000000000078500000010000000000000933400112808484000189019466846     PE                                             10000000000093300000
74201112310000000000078600000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000076600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000076700000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000076800000010000000000001400100112808484000189019466846     PE                                             10000000000140000000
74201112310000000000076900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000082000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000082200000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000082300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000084400000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000082100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000084000000010000000000003918200112808484000189019466846     PE                                             10000000000391800000
74201112310000000000090000000010000000000004291950112808484000189019466846     PE                                             10000000000429200000
74201112310000000000083900000010000000000001305850112808484000189019466846     PE                                             10000000000130600000
74201112310000000000089900000010000000000001305850112808484000189019466846     PE                                             10000000000130600000
74201112310000000000084100000010000000000004105400112808484000189019466846     PE                                             10000000000410500000
74201112310000000000089800000010000000000012875200112808484000189019466846     PE                                             10000000001287500000
74201112310000000000084200000010000000000001866150112808484000189019466846     PE                                             10000000000186600000
74201112310000000000090100000010000000000001959750112808484000189019466846     PE                                             10000000000196000000
74201112310000000000084300000010000000000002518750112808484000189019466846     PE                                             10000000000251900000
74201112310000000000090200000010000000000002146300112808484000189019466846     PE                                             10000000000214600000
74201112310000000000072600000010000000000000466700112808484000189019466846     PE                                             10000000000046700000
74201112310000000000017900000010000000000000373100112808484000189019466846     PE                                             10000000000037300000
74201112310000000000018000000010000000000001492400112808484000189019466846     PE                                             10000000000149200000
74201112310000000000072500000010000000000000466700112808484000189019466846     PE                                             10000000000046700000
74201112310000000000018100000010000000000000839150112808484000189019466846     PE                                             10000000000083900000
74201112310000000000018200000010000000000000560300112808484000189019466846     PE                                             10000000000056000000
74201112310000000000018300000010000000000000466700112808484000189019466846     PE                                             10000000000046700000
74201112310000000000094300000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000016600000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000101900000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000095000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000100100000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000012800000008940000000000000000112808484000189019466846     PE                                             10000000000000000000
74201112310000000000102000000010000000000000000000112808484000189019466846     PE                                             10000000000000000000
