TABELA CEST 2018;;;;;;;
CÓDIGO SEGMENTO;DESCRIÇÃO SEGMENTO;ITEM;CEST;NCM;DESCRIÇÃO;INÍCIO VIGÊNCIA;FINAL VIGÊNCIA
10;Materiais de construção e congêneres;410;1004100;73089010;Outras barras próprias para construções, exceto vergalhões;01/07/2017;
10;Materiais de construção e congêneres;420;1004200;72142000;Vergalhões;01/07/2017;
10;Materiais de construção e congêneres;430;1004300;7213;Outros vergalhões;01/07/2017;
10;Materiais de construção e congêneres;430;1004300;73089010;Outros vergalhões;01/07/2017;
10;Materiais de construção e congêneres;440;1004400;72171090;"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos";01/07/2017;
10;Materiais de construção e congêneres;440;1004400;7312;"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos";01/07/2017;
10;Materiais de construção e congêneres;450;1004500;72172010;Outros fios de ferro ou aço, não ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso;01/07/2017;
10;Materiais de construção e congêneres;451;1004501;72172090;Outros fios de ferro ou aço, não ligados, galvanizados;01/07/2017;
10;Materiais de construção e congêneres;460;1004600;7307;Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;470;1004700;73083000;Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;480;1004800;73084000;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço;01/07/2017;
10;Materiais de construção e congêneres;480;1004800;730890;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço;01/07/2017;
10;Materiais de construção e congêneres;490;1004900;73084000;Treliças de aço;01/07/2017;
10;Materiais de construção e congêneres;500;1005000;73089090;Telhas metálicas;01/07/2017;
10;Materiais de construção e congêneres;510;1005100;7310;"Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço; próprias para a construção";01/07/2017;
10;Materiais de construção e congêneres;520;1005200;73130000;Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas;01/07/2017;
10;Materiais de construção e congêneres;530;1005300;7314;Telas metálicas, grades e redes, de fios de ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;540;1005400;73151100;Correntes de rolos, de ferro fundido, ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;550;1005500;73151290;Outras correntes de elos articulados, de ferro fundido, ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;560;1005600;73158200;Correntes de elos soldados, de ferro fundido, de ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;570;1005700;731700;Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre;01/07/2017;
10;Materiais de construção e congêneres;580;1005800;7318;Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço;01/07/2017;
10;Materiais de construção e congêneres;590;1005900;7323;Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00;01/07/2017;
10;Materiais de construção e congêneres;591;1005901;7323;Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00;01/07/2017;
10;Materiais de construção e congêneres;600;1006000;7324;Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;610;1006100;7325;Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;620;1006200;7326;Abraçadeiras;01/07/2017;
10;Materiais de construção e congêneres;630;1006300;7407;Barras de cobre;01/07/2017;
10;Materiais de construção e congêneres;640;1006400;74111010;Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;650;1006500;7412;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;660;1006600;7415;Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre;01/07/2017;
10;Materiais de construção e congêneres;670;1006700;74182000;Artefatos de higiene/toucador de cobre, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;680;1006800;76071990;Manta de subcobertura aluminizada;01/07/2017;
10;Materiais de construção e congêneres;690;1006900;7608;Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;700;1007000;76090000;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;710;1007100;7610;"Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções";01/07/2017;
10;Materiais de construção e congêneres;720;1007200;76152000;Artefatos de higiene/toucador de alumínio, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;730;1007300;7616;Outras obras de alumínio, próprias para construções, incluídas as persianas;01/07/2017;
10;Materiais de construção e congêneres;740;1007400;83024100;Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.;01/07/2017;
10;Materiais de construção e congêneres;750;1007500;8301;"Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo";01/07/2017;
10;Materiais de construção e congêneres;760;1007600;83021000;Dobradiças de metais comuns, de qualquer tipo;01/07/2017;
10;Materiais de construção e congêneres;770;1007700;8307;Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção;01/07/2017;
10;Materiais de construção e congêneres;780;1007800;8311;Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção;01/07/2017;
10;Materiais de construção e congêneres;790;1007900;8481;Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes;01/07/2017;
10;Materiais de construção e congêneres;800;1008000;7009;Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo;01/07/2017;
11;Materiais de limpeza;10;1100100;28289011;Água sanitária, branqueador e outros alvejantes;01/07/2017;
11;Materiais de limpeza;10;1100100;28289019;Água sanitária, branqueador e outros alvejantes;01/07/2017;
11;Materiais de limpeza;10;1100100;32064100;Água sanitária, branqueador e outros alvejantes;01/07/2017;
11;Materiais de limpeza;10;1100100;34022000;Água sanitária, branqueador e outros alvejantes;01/07/2017;
11;Materiais de limpeza;10;1100100;38089419;Água sanitária, branqueador e outros alvejantes;01/07/2017;
11;Materiais de limpeza;20;1100200;34012090;Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas;01/07/2017;
11;Materiais de limpeza;30;1100300;34012090;Sabões líquidos para lavar roupas;01/07/2017;
11;Materiais de limpeza;40;1100400;34022000;Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes;01/07/2017;
11;Materiais de limpeza;50;1100500;34022000;Detergentes líquidos, exceto para lavar roupa;01/07/2017;
11;Materiais de limpeza;60;1100600;34022000;Detergente líquido para lavar roupa;01/07/2017;
11;Materiais de limpeza;70;1100700;3402;"Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg";01/07/2017;
11;Materiais de limpeza;80;1100800;38099190;Amaciante/suavizante;01/07/2017;
11;Materiais de limpeza;90;1100900;39249000;Esponjas para limpeza;01/07/2017;
11;Materiais de limpeza;90;1100900;68053010;Esponjas para limpeza;01/07/2017;
11;Materiais de limpeza;90;1100900;68053090;Esponjas para limpeza;01/07/2017;
11;Materiais de limpeza;90;1100900;39241000;Esponjas para limpeza;01/07/2017;
11;Materiais de limpeza;100;1101000;22089000;Álcool etílico para limpeza;01/07/2017;
11;Materiais de limpeza;100;1101000;2207;Álcool etílico para limpeza;01/07/2017;
11;Materiais de limpeza;110;1101100;73231000;"Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico";01/07/2017;
11;Materiais de limpeza;120;1101200;39232;Sacos de lixo de conteúdo igual ou inferior a 100 litros;01/07/2017;
12;Materiais elétricos;10;1200100;8504;"Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo";01/07/2017;
12;Materiais elétricos;20;1200200;8516;"Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00";01/07/2017;
12;Materiais elétricos;30;1200300;8535;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo;01/07/2017;
12;Materiais elétricos;40;1200400;8536;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto “starter” classificado na subposição 8536.50 e os de uso automotivo";01/07/2017;
12;Materiais elétricos;50;1200500;8538;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536;01/07/2017;
12;Materiais elétricos;60;1200600;74130000;Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo;01/07/2017;
12;Materiais elétricos;70;1200700;7614;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo";01/07/2017;
12;Materiais elétricos;70;1200700;8544;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo";01/07/2017;
12;Materiais elétricos;70;1200700;7605;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo";01/07/2017;
12;Materiais elétricos;80;1200800;8546;Isoladores de qualquer matéria, para usos elétricos;01/07/2017;
12;Materiais elétricos;90;1200900;8547;"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente";01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;10;1300100;3004;Medicamentos de referência - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;10;1300100;3003;Medicamentos de referência - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;11;1300101;3004;Medicamentos de referência - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;11;1300101;3003;Medicamentos de referência - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;12;1300102;3004;Medicamentos de referência - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;12;1300102;3003;Medicamentos de referência - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;20;1300200;3003;Medicamentos genérico - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;20;1300200;3004;Medicamentos genérico - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;21;1300201;3003;Medicamentos genérico - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;21;1300201;3004;Medicamentos genérico - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;22;1300202;3004;Medicamentos genérico - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;22;1300202;3003;Medicamentos genérico - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;30;1300300;3004;Medicamentos similar - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;30;1300300;3003;Medicamentos similar - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;31;1300301;3004;Medicamentos similar - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;31;1300301;3003;Medicamentos similar - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;32;1300302;3004;Medicamentos similar - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;32;1300302;3003;Medicamentos similar - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;40;1300400;3004;Outros tipos de medicamentos - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;40;1300400;3003;Outros tipos de medicamentos - positiva, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;41;1300401;3004;Outros tipos de medicamentos - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;41;1300401;3003;Outros tipos de medicamentos - negativa, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;42;1300402;3004;Outros tipos de medicamentos - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;42;1300402;3003;Outros tipos de medicamentos - neutra, exceto para uso veterinário;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;50;1300500;30066000;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;51;1300501;30066000;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;60;1300600;2936;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;70;1300700;300630;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;71;1300701;300630;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;80;1300800;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;81;1300801;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;90;1300900;3002;"Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;";01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;91;1300901;3002;"Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;";01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;100;1301000;30051010;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;101;1301001;30051010;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;110;1301100;3005;Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;120;1301200;40151900;Luvas cirúrgicas e luvas de procedimento - neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;120;1301200;40151100;Luvas cirúrgicas e luvas de procedimento - neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;130;1301300;40141000;Preservativo – neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;140;1301400;901831;Seringas, mesmo com agulhas - neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;150;1301500;9018321;Agulhas para seringas - neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;160;1301600;39269090;Contraceptivos (dispositivos intrauterinos - DIU) - neutra;01/07/2017;
13;Medicamentos e outros produtos farmacêuticos para uso humano;160;1301600;90189099;Contraceptivos (dispositivos intrauterinos - DIU) - neutra;01/07/2017;
14;Papéis;10;1400100;7013;Objetos de vidro para serviço de mesa ou de cozinha;01/07/2017;
14;Papéis;20;1400200;70133700;Outros copos, exceto de vitrocerâmica;01/07/2017;
14;Papéis;30;1400300;70134290;Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica;01/07/2017;
14;Papéis;40;1400400;3921;Lonas plásticas, exceto as para uso na construção;01/07/2017;
14;Papéis;40;1400400;3919;Lonas plásticas, exceto as para uso na construção;01/07/2017;
14;Papéis;40;1400400;3920;Lonas plásticas, exceto as para uso na construção;01/07/2017;
14;Papéis;50;1400500;3924;Artefatos de higiene/toucador de plástico, exceto os para uso na construção;01/07/2017;
14;Papéis;60;1400600;39241000;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis;01/07/2017;
14;Papéis;61;1400601;39241000;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis;01/07/2017;
14;Papéis;70;1400700;69111010;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – estojos;01/07/2017;
14;Papéis;80;1400800;69111090;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – avulsos;01/07/2017;
14;Papéis;90;1400900;69120000;Artigos para serviço de mesa ou de cozinha, de cerâmica;01/07/2017;
14;Papéis;100;1401000;69120000;Velas para filtros;01/07/2017;
14;Papéis;110;1401100;4823209;Filtros descartáveis para coar café ou chá;01/07/2017;
14;Papéis;120;1401200;48236;Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão;01/07/2017;
14;Papéis;130;1401300;48131000;Papel para cigarro;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;10;1600100;40111000;Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida);01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;20;1600200;4011;Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;30;1600300;40114000;Pneus novos para motocicletas;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;40;1600400;4011;Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;50;1600500;40115000;Pneus novos de borracha dos tipos utilizados em bicicletas;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;60;1600600;40121;Pneus recauchutados;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;70;1600700;401290;Protetores de borracha, exceto os itens classificados no CEST 16.007.01;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;71;1600701;401290;Protetores de borracha para bicicletas;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;80;1600800;4013;Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00;01/07/2017;
16;Pneumáticos, câmaras de ar e protetores de borracha;90;1600900;40132000;Câmaras de ar de borracha dos tipos utilizados em bicicletas;01/07/2017;
17;Produtos alimentícios;10;1700100;17049010;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.;01/07/2017;
17;Produtos alimentícios;20;1700200;18063110;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;20;1700200;18063220;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;30;1700300;18063220;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;01/07/2017;
17;Produtos alimentícios;30;1700300;18063210;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;01/07/2017;
17;Produtos alimentícios;40;1700400;18069000;Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.;01/07/2017;
17;Produtos alimentícios;50;1700500;17049010;Ovos de páscoa de chocolate branco;01/07/2017;
17;Produtos alimentícios;51;1700501;18069000;Ovos de páscoa de chocolate;01/07/2017;
17;Produtos alimentícios;60;1700600;18069000;Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02;01/07/2017;
17;Produtos alimentícios;61;1700601;18061000;Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg;01/07/2017;
17;Produtos alimentícios;62;1700602;18069000;Achocolatados em pó, em cápsulas;01/07/2017;
17;Produtos alimentícios;70;1700700;18069000;Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;
17;Produtos alimentícios;80;1700800;17049090;Bombons, inclusive à base de chocolate branco sem cacau;01/07/2017;
17;Produtos alimentícios;90;1700900;18069000;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau;01/07/2017;
17;Produtos alimentícios;100;1701000;2009;"Sucos de frutas ou de produtos hortícolas; mistura de sucos";01/07/2017;
17;Produtos alimentícios;110;1701100;20098;Água de coco;01/07/2017;
17;Produtos alimentícios;120;1701200;4021;Leite em pó, blocos ou grânulos, exceto creme de leite;01/07/2017;
17;Produtos alimentícios;120;1701200;4022;Leite em pó, blocos ou grânulos, exceto creme de leite;01/07/2017;
17;Produtos alimentícios;120;1701200;4029;Leite em pó, blocos ou grânulos, exceto creme de leite;01/07/2017;
17;Produtos alimentícios;130;1701300;19011020;Farinha láctea;01/07/2017;
17;Produtos alimentícios;140;1701400;19011010;Leite modificado para alimentação de crianças;01/07/2017;
17;Produtos alimentícios;150;1701500;19011090;Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros;01/07/2017;
17;Produtos alimentícios;160;1701600;4011010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros;01/07/2017;
17;Produtos alimentícios;160;1701600;4012010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros;01/07/2017;
17;Produtos alimentícios;161;1701601;4012010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros;01/07/2017;
17;Produtos alimentícios;161;1701601;4011010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros;01/07/2017;
17;Produtos alimentícios;170;1701700;4015010;Leite em recipiente de conteúdo inferior ou igual a 1 litro;01/07/2017;
17;Produtos alimentícios;170;1701700;4014010;Leite em recipiente de conteúdo inferior ou igual a 1 litro;01/07/2017;
17;Produtos alimentícios;171;1701701;4014010;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;01/07/2017;
17;Produtos alimentícios;171;1701701;4015010;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;01/07/2017;
